festivalId,festival_title,festival_desc,festival_image,festival_region,festival_place,festival_price,festival_cost,festival_period,festival_start,festival_end
362,제5회 전라북도무형문화재 한마당축제,"전라북도 무형문화재 한마당 축제는 법령에 의거 지정된 전라북도 무형문화재들이 매년 전승 기량을 전라북 도민 여러분들에게 선보이기 위한 축제 한마당이다.전라북도 무형문화재 단체 및 보유자는 전승 역량 향상과 보급 및 확산을 위해 전수 활동을 지속하고 있으며, 역량 강화를 위한 매년 공개 발표회와 전시회를 통해 기량을 점검받고 전통문화를 알리기 위해 “전라북도 무형문화재 한마당 축제”를 개최하게 되었다.무형문화재는 전통적 문화 소산 중 무형적 가치가 인간을 매개체로 전승되어온 특징을 가지고 있기에 전승자의 전승 역량은 매우 중요하다.따라서 보유단체 및 보유자의 전승 기량을 전라북 도민들에게 공개하는 자리를 마련하게 된 것이다.전라북도 무형문화재 한마당 축제가 대한민국 무형문화재 축제로 성장할 수 있도록 노력하고 있으며, 유네스코(UNESCO) 세계무형유산과 교류가 추진될 수 있도록 성장시키고자 한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664241201502.jpg,전라북도 전주시,전주 경기전 일원,무료,무료,2022. 9. 29. ~ 10. 1.,2022-09-29,2022-10-01
363,2022 서울 아프리카 페스티벌,"‘서울에서 만나는 다양한 아프리카의 매력’ 국내 최대 규모의 아프리카 문화 축제 2022 서울아프리카페스티벌이 10월 1일 토요일, 서울숲 가족마당에서 개최된다. MC 조나단, 진절미 사회로 진행되는 무대에서는 하림, 10CM, 그렉 등 유명 가수와 수준급 아프리카 지역 아티스트들이 다양한 전통, 현대의 춤과 음악, 아프리카갓탤런트, DJ 공연을 선보인다.  또한 대사관, 커뮤니티, 박물관 등 유관 단체가 참여하는 부스에서는 남녀노소 모두가 쉽게 즐길 수 있는 문화체험, 전시, 포토존, 이벤트 등 다양한 프로그램을 만날 수 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663893892260.jpg,서울시 성동구,서울숲 가족마당,무료,무료,2022. 10. 1. / 11:00 ~ 20:00,2022-10-01,2022-10-01
364,2022 문화가 있는 날 [농(農) 리브 디 아트] - 허수아비아트축제,"""걱정과 근심을 쫓아내고 건강과 안녕을 기원하는"" 농(農)리브디아트 허수아비아트축제지역민들이 함께 준비하고, 함께 만들고, 참여하는 아주 특별한 축제이다.충북 청주시 청원구 내수읍 [비상리, 비중리, 우산1리, 세교1리, 저곡리] 5개 마을이 함께 참여하고 있으며 각 마을의 퍼레이드와 공연이 준비되어 있다.조용한 시골마을이 웃음과 즐거움으로 물들어 가는 하루에 함께 하자.[고구마 수확 체험] 텃밭지기 할머니와 함께 수확의 기쁨을 나누자.[나만의 허수아비 만들기] 예술 작가님들과 함께 나만의 허수아비를 만들고 공연무대와 마을을 직접 장식해 보자.[도화지(地)] 알록달록 테이프와 사각사각 분필로 마을을 예쁘게 그리자.[허수아비 소원등 만들기] 해질녘 고즈넉한 시골마을을 밝게 비춰 줄 허수아비 소원등을 만들어 건강과 안녕을 기원하자.[허수아비 아트 퍼레이드 & 공연] 주민들과 함께 퍼레이드와 공연을 즐기며 깊어가는 가을 밤 아름다운 추억을 만들자.* 본 행사는 문화가 있는 날 지역문화콘텐츠특성화 농(農)리브디아트의 일환으로 제작되었다.* 5개 마을 주민들이 직접 준비하는 행사입니다. 다소 부족한 부분은 사랑으로 채워 주시길 바란다.* 마을 내 주차장이 있으나 협소할 수 있으니 주차 안내 및 통제를 잘 따라주시기 바란다.* 고령의 어르신들의 건강을 위해 행사장 내 마스크 착용은 필수이다.* 주민 안전을 위해 일부 지역은 출입이 통제 된다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663893834739.jpg,충청북도 청주시,비중문화마을다목적공원,무료,무료,2022. 10. 1. / 14:00 ~ 21:00,2022-10-01,2022-10-01
365,2022  제10회 연수능허대문화축제,연수능허대문화축제는 고대 해양문화강국 백제의 해상관문인 능허대의 역사를 기념하고 이를 현대적으로 재해석하는 축제의 장으로서 지역대표축제로 자리매김하고 있다. 올해로 10회째를 맞이하는 <2022년 연수능허대문화축제>는 4년만에 개최됨으로써 코로나19로 인하여 지치고 힘든 구민을 위로하고 연수구를 방문하는 관광객들과 함께 즐기고 어울릴 수 있는 축제이다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664241124565.jpg,인천시 연수구,송도달빛공원 및 능허대공원,무료,무료,2022. 9. 30. ~ 10. 1. / 10:00 ~ 21:00,2022-09-30,2022-10-01
366,부안문화재야행,"부안읍 내의 당산을 비롯한 문화재를 활용한 6夜를 가족과 친구, 연인간의 행복한 추억을 만들수 있도록 풍성한 프로그램이 준비되어 있다. 많은 관심과 참여를 부탁한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663809398215.jpg,전라북도 부안군,부안동문안당산 및 일대 역사문화자원,무료일부 유료,무료,2022. 9. 30. ~ 10. 1. / 18:00~23:00,2022-09-30,2022-10-01
367,부산인디커넥트 페스티벌 2022,"인디게임 개발자와 게이머를 위한 글로벌 인디게임 페스티벌부산인디커넥트 페스티벌(BIC Festival)은 2015년부터 매년 대한민국 부산에서 열리는 글로벌 인디게임 페스티벌로, 인디게임 만을 위한 단일 행사로는 대한민국 최대 규모로 성장했다.올 2022년도에는 9월 1일부터 4일까지 2년 만에 더욱 확대된 규모의 오프라인 행사로 부산항 국제 전시 컨벤션 센터에서 진행되며, 온라인 행사도 9월 1일부터 30일까지 BIC 공식 누리집에서 진행된다.- 9월 1일(목) ~2일(금) : 비즈니스 데이 (일반 관람객 관람 불가)- 9월 3일(토)~4일(일) : 페스티벌 데이",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1660090423619.jpg,부산시 부산진구,부산항국제전시컨벤션터,"얼리버드 예매 기간 : 2022. 8.5.(금), 10:00 ~ 8.31.(수), 17:00 (네이버 예약 페이지에서 구매 가능) / 성인 : 12,000원 / 청소년 : 9,600원 / 오프라인 현장 예매기간 : 2022. 9.1.(목), 9:00 ~ 9.4.(일), 9:00  ~ 17:00- 성인 : 15,000원 / 총소년 12,000원",유료,2022. 9. 1. ~ 30.,2022-09-01,2022-09-30
368,서울국제작가축제(Seoul International Writers Festival),"서울국제작가축제는 국내 독자들의 문학 향유 기회를 확대하고, 한국문학과 세계문학이 서울을 무대로 교류하는 토대를 만들고자 지난 2006년부터 개최해 온 글로벌 문학 축제이다. 올해 제11회를 맞이한 서울국제작가축제는 월담: 이야기 너머-Beyond Narrative를 주제로 전 세계 35인의 작가들이 참여하는 다양한 프로그램과 문학 낭독 행사를 개최한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663565559313.png,서울시 중구,"서교스퀘어, 커뮤니티하우스 마실, 인천국제공항",무료,무료,2022. 9. 23. ~ 30.,2022-09-23,2022-09-30
369,제13회 가을독서문화축제,"제13회 가을독서문화축제는 책을 매개로 소통하고 지식과 즐거움을 함께 나눌 수 있는 축제로써 부산 문화의 상징, 보수동책방골목에서 만나볼 수 있다.헌책과 새책이 어우러져 있는 보수동책방골목에서 어른, 아이 모두가 책을 통해 소통하고 즐거움을 느끼며 책의 바다에 몰입해 볼 수 있는 다양한 전시, 체험 프로그램들이 준비되어 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663893412548.jpg,부산시 중구,부산 보수동 책방골목,무료,무료,2022. 9. 24. ~ 25. / 10:00 ~ 18:00,2022-09-24,2022-09-25
370,제14회 성북세계음식축제 누리마실,"〈성북 세계음식축제 누리 마실〉은 성북의 다양한 주체들과 함께 다국가 문화 다양성을 넘어 지역의 문화 다양성을 이야기하며, 서로의 다양성을 이해하고 존중하는 문화 다양성 축제이다. 음식을 매개로 문화, 인종, 언어, 세대 등 삶에 녹아있는 우리 모두의 문화 다양성을 존중하며, 세계와 마을의 공존을 이야기하는 축제의 장으로 성북구 대표축제이다.2022년 제14회 성북 세계음식축제 누리 마실은 코로나19로 인해 3년 만에 오프라인으로 개최되는 만큼 온전한 일상 회복을 기원하며 우리 삶을 구하려는 진지한 고민을 경쾌한 마음으로 실천해 보려고 한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663808776020.jpg,서울시 성북구,성북로 일대 (성북1동 치안센터 건너편 ~ 홍익중고 앞 버스정류장),무료,무료,2022. 9. 25.,2022-09-25,2022-09-25
371,2022 인천공항 SKY FESTIVAL,"K-POP 콘서트 9월 24일 오후 7시더보이즈, 마마무, 케플러, 비비지, 어반자카파, 이석훈, 가호K-POP 대표 스타들의 다채로운 공연으로 시원한 가을밤 잊지 못할 추억을 선사CROSSOVER 콘서트 9월 25일 오후 6시임동민(피아니스트), 대니구(바이올리니스트), 카이(뮤지컬배우), 다비치고품격 크로스오버 공연으로 더욱 풍성한 축제의 정취를 만끽아트 피크닉(부대프로그램)1. 발달장애인 아티스트의 ‘같이 가치, 디자인 팝업 스토어’와 인천·경기·서울 기반 독립서점 및 작가가 참여하는 ‘피크닉 아트북마켓’2. 원데이 아트클래스 진행 : 향기가득 동물석고 방향제, My Hero/꼬마유령 in Halloween(인형만들기), 나만의 미니정원 테라리움, 반짝반짝 자개 손거울, 스윗드림 드림캐처3. 인천공항 여행사진 공모전을 통해 선정된 사진을 만나볼 수 있는 사진전을 비롯 공항네컷, 자이언트 팝아트 전시 등 다양한 프로그램으로 더욱 다채롭고 풍성한 축제로 진행",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663808709149.jpg,인천시 중구,인천공항 잔디광장 및 하늘정원,무료,무료,2022. 9. 23. ~ 25. / 11:00-22:00(일별상이),2022-09-23,2022-09-25
372,서울커피앤티페어,"우리는 환경보호와 동반성장, 공정무역을 지지하며, 크고 화려한 브랜드 쇼보다는 작고 소박한, 그러면서 실속과 내실을 겸비한 오픈마켓을 지향한다. 활발한 커뮤니티를 통한 지속가능한 발전 모델 제시함과 동시에, 지식 기반의 정보교류와 가치 확산을 위하여 전시와 경연, 세미나가 균형을 이루는 소통과 나눔의 장이 되고자 합니다. 올해에는 특히 B2B, B2C [커피&디저트 쇼(제1전시장)], [티&리빙 페어], 상호보완과 시너지효과를 바탕으로 명실상부한 ""카페 전문 종합전""으로 다가가고자 한다.COFA는 무엇보다 원부재료, 기계 기구 등 기초산업에 주목한다. 마이크로 로스터와 스몰 로스터, 예비창업자와 마니아 등 카페의 문화적 확산을 그리워하는 수많은 ‘개미’들에게 초점을 맞춘다. 카페 문화의 실질적인 주역들과 함께 유쾌, 상쾌, 통쾌한 한판 ""카페 문화축제""를 펼친다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663808111812.jpg,서울시 서초구,양재aT센터,"10,000원(사전등록 시 무료)",유료,2022. 9. 22. ~ 25. / 10:00~18:00,2022-09-22,2022-09-25
373,2022 우선멈‘춤’ 안양시민축제,"<2022 우선 멈춤 안양시민축제> 코로나19를 극복하고 다시 나아가기 위한 프로젝트로 대규모 시민의 군집 이미지를 나타내는 축제를 대신하여, 치유와 극복 그리고 희망의 메시지를 담은 사회적 거리 두기와 춤의 기원을 담은 ""춤의 도시 안양""만의 댄스 페스티벌이다.2000년 첫 문을 연 안양시민축제는 20년간 시민들과 함께 하며 매년 30만여 명의 관람객이 찾는 안양시 대표 축제로 자리매김했으며, 시민이 만들고, 참여하고, 관람하는 대표적인 시민 참여형 축제로 시민과 사람, 그리고 시민의 생활예술(Living Arts) 콘텐츠를 주제로 지역 예술인 공동체 형성과 시민 문화커뮤니티 육성에 기여하고 있다.특히 ‘안양을 춤추게 하라!’는 슬로건은 안양시민이 안양시민축제의 더 큰 비전을 위해 안양에 잠재되어 있는 Dance에 대한 열정을 발굴해 시민예술가분들의 에너지와 역동성을 마음껏 펼치도록 독려하고, 더 나아가 안양이 국내외 모두가 다 함께 즐길 수 있는 K-Dance의 성지로 자리매김할 수 있도록 다채롭고 역동적인 공연과 시민 참여 프로그램을 선보이고 있다.이를 통해 안양시민축제는 안양 시민과 안양을 찾는 관람객들이 안양이라는 공간 안에서 ‘춤’과 ‘문화 예술’을 매개로 화합할 수 있는 국내 유일의 지역 기반 K-Dance 문화 예술축제로 거듭나고자 한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663565439003.jpg,경기도 안양시,"평촌중앙공원, 삼덕공원, 온라인",무료,무료,2022. 9. 23. ~ 25. / 11:00 ~ 21:00,2022-09-23,2022-09-28
374,제17회 시흥갯골축제,시흥갯골축제는 경기도 유일의 내만갯골에 위치한 시흥갯골생태공원에서 펼쳐지는 생태축제로 옛 염전 터와 습지가 어우러진 천혜의 자연환경을 기반으로 자연에서 쉬고 배우며 즐기는 다양한 프로그램을 통해 자연과 동화되는 색다른 즐거움이 있는 축제로 생태공원의 자연환경을 보호하기 위해 차 없는 축제로 진행하고 있다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663565333513.jpg,경기도 시흥시,시흥갯골생태공원,무료,무료,2022. 9. 23. ~ 25. / 오전 10시 ~ 오후 8시,2022-09-23,2022-09-25
375,제22회 동두천 락 페스티벌,"동두천 락 페스티벌은 문화체육관광부 , 동두천시 , 동두천시의회 , 동두천락페스티벌 조직위원회 주최로 이루어지는 축제로 1999년 제1회 페스티벌 개최 후 매년 이어지고 있는 경기도 대표축제이자 전국 최장수 락 음악 축제이다.한국 최초의 록 밴드인 신중현 선생의 ADD4가 결성되어 국내에 처음 락(Rock)을 알린 한국 락의 발상지라는 지역의 역사적 자산을 기반으로 탄생한 페스티벌이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663318583631.jpg,경기도 동두천시,소요산 입구 광장 특설무대,무료,무료,2022. 9. 24. ~ 25. / 14:00,2022-09-24,2022-09-25
376,렛츠락페스티벌,"렛츠락 페스티벌은 2007년 고려대학교 녹지운동장에서 처음 시작되어 2008년 올림픽공원 잔디마당, 2009년 용산 전쟁기념관에서 진행되었으며 2010년 4회째부터는 난지한강공원에서 렛츠락을 이어오고 있다. 도심 속에서 즐길 수 있는 도심형 최대의 페스티벌인 렛츠락페스티벌은 여름의 끝자락에서 가을의 시작을 알리며 다양한 아티스트의 무대, 볼거리, 먹거리, 즐길거리를 관객과 함께 하고 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663318067821.jpg,서울시 마포구,난지한강공원 일대,누리집 참고,무료,2022. 9. 24. ~ 25.,2022-09-24,2022-09-25
377,2022도봉산페스티벌,"도봉산 페스티벌은 도심 속 자연인 도봉산과 함께 일상의 평화를 즐길 수 있는 축제로 올해는 <도봉산을 함께하다>를 주제로 개최한다.다채로운 공연과 자연을 바라보며 즐기는 릴랙스 파크, 문화 예술 체험 프로그램, 친환경 기반의 셀러 마켓 등 지속 가능발전과 친환경을 고려한 다양한 프로그램을 만날 수 있다. 이번 축제를 통해 일상 속에 스며있는 도봉산과 공존하는 가치를 공유하고, 몸소 실천하는 가치를 되새기며 도봉산 곁에서 즐기는 문화 예술축제로 여러분을 초대한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663316873222.jpg,서울시 도봉구,다락원체육공원 및 평화문화진지 일대,무료,무료,2022. 9. 24. ~ 25.,2022-09-24,2022-09-25
378,2022 부산국제공연예술제(Busan Performing Arts Festival 2022),"지난 2017년부터 시작된 부산금정거리예술축제가 최근 공연예술의 범위 확장과 공연예술이 갖는 다원적이고 복합적인 경향성을 반영하여 보다 포괄적이고 포용적인 축제로 도약하고자 <부산국제공연예술제>로 새롭게 출발한다.금정구민의 산책길로 익숙한 금정구 온천천변 일원을 배경으로 올해는 ""흐르는 도시, 잠시 멈춤""이라는 주제로 프랑스, 일본을 비롯한 30여 개의 국내외 우수 공연 작품과 함께해, 일상에 지친 여러분께 웃음과 감동을 전해드리고자 한다.공연을 비롯한 업사이클링 플리마켓, 전국 예술축제 담당자 라운드테이블, 굴다리를 활용한 체험 프로그램, 금정팔경을 배경으로 하는 특별 공연 등 다채로운 프로그램이 준비되어 있다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663316748266.jpg,부산시 금정구,부산광역시 금정구 온천천 일원,무료,무료,2022. 9. 23. ~ 25. / 14:00~20:00,2022-09-23,2022-09-30
379,제 10회 자문밖문화축제 <자문밖ㆍ예술로ㆍ로그인>,"자문밖문화축제는 2013년부터 매년 가을, 평창동, 부암동, 홍지동, 신영동, 구기동의 문화적 자원을 바탕으로 예술을 사랑하는 모든 사람들과 함께하는 자문 밖의 대표적인 문화축제이다. 10회를 맞는 올해는 <누구나 예술을 누릴 수 있고, 예술가가 될 수 있다.>는 비전으로 자문 밖에서 경험할 수 있는 마을과 예술의 다채로운 이야기를 나눈다. 예술 그리고 창작(創作), 락(樂), 영감(靈感), 의식주(衣食住), 취향(趣向), 휴식(休息)’의 테마를 가지고 원로-중견-신진 등 여러 세대의 문화예술인과 함께하는 행사, 전시, 공연, 탐색, 참여, 판매 등 다채로운 프로그램을 준비했다.즉, 지역 내 갤러리와 함께하는 전시, 다양한 참여자에 의한 콘서트와 버스킹, 과거-현재-미래의 여정과 영감을 나누는 포럼, 아티스트와 지역 내 공방이 준비하는 아트마켓, 자문 밖만의 힐링 리트릿, 초등학생 및 청소년을 위한 예술 체험 프로그램, 30인의 독립 공연예술가 네트워크 공연 등을 통해 오늘, 자문 밖의 예술과 삶으로 접속한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663316459257.jpg,서울시 종로구,서울특별시 종로구 평창동 일대,"무료 / 유로 프로그램 (유로 프로그램 참가비 : 10,000 ~ 30,000)",무료,2022. 9. 23. ~ 25. / 10:00 - 18:00,2022-09-23,2022-09-26
380,금호강바람소리길축제,"매년 9~10월경 금호강 일원에서 개최되는 북구의 대표적인 축제 한마당이다.각 동 단 위에서 개최되던 중?소 규모의 축제를 통합하여 지난 2015년 금호강 산격대교 일원에서 처음으로 개최되었으며, 3일 동안 열린 축제에는 연인원 10만여 명이 참가하여 대성황을 이루었다.금호강의 아름다운 자연경관과 바람 소리를 배경으로 다양한 장르의 문화?공연과 체험행사가 펼쳐지며, 앞으로 지역 정체성과 다양한 콘텐츠를 개발하여 차별화된 축제로 육성, 발전시켜 나갈 계획이다.출처: 대구광역시 북구청",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1568163259330.jpg,대구시 북구,금호강 산격대교 둔치(산격야영장),무료 또는 일부유료,무료,2022. 9. 24. ~ 25.,2022-09-24,2022-09-25
381,2022 구로G페스티벌 × 안양천 빛축제,"개막행사 및 주민자치프로그램 발표회(축하공연: 정동원, 코요테),  타임투락(출연 : 데이브레이크, 육중완밴드),  TOP10 가요쇼 특집 방송(출연: 김호중, 장민호), 안양천 빛축제 등",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663315512148.jpg,서울시 구로구,안양천(구일역 ) ~ 생태초화원(도림천역),무료,무료,2022. 9. 23. ~ 25.,2022-09-23,2022-09-25
382,밀양 아리랑대축제,"[축제소개] 아리랑의 선율, 희망의 울림밀양아리랑대축제는 2012년 유네스코 인류무형문화유산에 등재된 밀양아리랑을 계승, 발전시키기 위해 열리는 축제이다. 1957년 밀양문화제로 시작해 경상남도를 대표하는 향토 축제로 자리매김했으며, 밀양아리랑 경연대회와 아리랑 체험, 각종 전통문화체험 등이 진행된다. 밀양아리랑대축제의 하이라이트, 밀양강 오딧세이는 수천 년을 이어온 밀양의 역사와 밀양아리랑을 결합해 창작한 판타지 뮤지컬로, 눈을 뗄 수 없는 화려한 퍼포먼스와 아름다운 음악, 매력적인 스토리텔링으로 관람객들의 마음을 사로잡는다. [축제TIP] 인류무형문화유산이란?문화다양성의 원천인 무형유산의 중요성에 대한 인식을 고취하고, 무형유산 보호를 위한 국가적, 국제적 협력과 지원을 도모하기 위해서 유네스코에서 지정된 유산을 말한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663315475944.png,경상남도 밀양시,"영남루 및 밀양강변 일원, 남천강변로 일원",누리집 참고,무료,2022. 9. 22. ~ 25.,2022-09-22,2022-09-25
383,2022 경기곤충페스티벌,"코로나19로 인해 비대면으로 진행되었던 경기곤충페스티벌이 다시 대면으로 돌아왔다. 지루하고 갑갑하게 눈으로만 관찰하던 곤충을 직접 만지며 관찰할 수 있는 다양한 체험들이 준비되어 있다. 살아있는 곤충 전시부터, 커다란 참나무 위에서 놀고 있는 장수풍뎅이와 사슴벌레, 귀뚤귀뚤 울고 있는 쌍벌 귀뚜라미, 전시관 안에서 뛰어다니는 메뚜기, 여러 종류의 애벌레까지.. 야외에서 만나볼 수 있는 다양한 곤충들과 곤충 콘텐츠 공모전의 수상작들로 꾸며진 전시, 경기도 곤충농가들이 직접 사육하고 판매하는 곤충 제품들도 볼 수 있다. 코로나19의 확산 방지를 위하여 오전/오후 각 4시간씩만 관람이 가능하고 예약하지 않은 관람객은 입장이 불가능하다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663315215533.jpg,경기도 화성시,경기도농업기술원 곤충자원센터,무료,무료,2022. 9. 24. ~ 25. / 09:00~18:00,2022-09-24,2022-09-25
384,2022 서대문 문화재야행,2022 서대문 문화재야행이 오는 9월 24일부터 25일까지 서대문 독립공원과 서대문형무소역사관 일대에서 개최된다.올해 서대문 문화재야행은 서대문구에 위치한 문화재들이 지닌 역사적 의미를 배경으로 혼란했던 근현대사를 살았던 청년들 중 <윤동주>에 집중한다.,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663315139980.jpg,서울시 서대문구,서대문구 일대 / 독립공원,무료,무료,2022. 9. 24. ~ 25. / 16:00~21:00,2022-09-24,2022-09-25
385,천안흥타령춤축제 2022 Cheonan World Dance Festival 2022,"2003년 처음으로 개최되어 올해로 18회를 맞이하는 천안흥타령춤축제는 문화체육관광부로부터 6년 연속 지역대표공연예술제로 선정되었으며, 2020년부터 문화체육관광부 지정 <명예 문화관광축제>로 선정되었다.대한민국을 대표하는 국제적인 대표 춤축제로서, 매년 120만 명이 넘는 국내·외 관광객이 방문하고 있다. 오는 9월 21일부터 9월 25일까지 온·오프라인으로 펼쳐지는 천안흥타령춤축제 2022 에서는 코로나19 방역지침을 준수하며 국내 최고의 춤꾼들이 모여 다채로운 경합을 벌일 예정이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663314768900.jpg,충청남도 천안시,천안종합운동장 및 천안시 일원,무료,무료,2022. 9. 21. ~ 25.,2022-09-21,2022-09-25
386,광주 ACE Fair,"국내 최대 규모의 종합문화콘텐츠 전문 전시회인 ‘광주 ACE Fair’는 아시아문화중심도시 광주의 대표 브랜드 전시회로 2006년부터 매년 개최하고 있는 콘텐츠 종합전시회이다. 캐릭터, 방송, 게임, 애니메이션, 지식 정보 등 문화콘텐츠 전 장르를 아우르는 제품 전시와 라이선싱 상담회, 문화콘텐츠 잡페어, 학술행사, 비즈니스 행사, 특별?부대행사 등 다채로운 프로그램으로 꾸며진다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663314649658.jpg,광주시 서구,김대중컨벤션센터,누리집 참고,무료,2022. 9. 22. ~ 25.,2022-09-22,2022-09-25
387,제6회 강원도 평생학습박람회 & 제13회 횡성 평생학습축제,"""강원도 평생학습박람회""는 강원도의 다양한 평생학습정보를 소개하고 평생학습성과를 공유하는 강원도 최대의 평생학습 축제이며, 전시, 공연, 체험, 관람 등 다채로운 행사를 경험할 수 있는 축제이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663314545225.jpg,강원도 홍천군,횡성문화체육공원 일원,무료,무료,2022. 9. 23. ~ 25. / 10:00~17:00,2022-09-23,2022-09-27
388,2022년의왕백운호수축제,"시민이 참여하고 즐기는 참여형 축제, 공연, 다양한 체험, 먹거리, 백운호수에서 열린다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663314474470.jpg,경기도 의왕시,백운호수공영주차장,무료 / 일부 체험 및 먹거리 유료,무료,2022. 9. 24. ~ 25. / 10:00~21:00,2022-09-24,2022-09-25
389,2022 제주 반려동물 문화축제,"""2022 제주 반려동물 문화축제""는 올바른 반려동물 문화 정착으로 사람과 동물이 행복한 제주를 위한 축제이다. 펫티켓 교육, 성숙한 반려동물 문화 홍보 캠페인부터 각종 반려동물 관련 체험 프로그램까지 반려인과 일반인을 포함한 모든 사람이 함께 즐길 수 있는 다양한 프로그램이 진행될 예정이다. (코로나19 방역 지침에 따라 행사 내용은 변경될 수 있다.)",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663314415959.jpg,제주도 제주시,제주 시민복지타운광장 일원,무료,무료,2022. 9. 24. ~ 25. / 10:00 ~ 18:00,2022-09-24,2022-09-25
390,청주전통공예페스티벌,"천년의 숨결, 미래의 유산을 주제로 열리는 2022 청주전통공예페스티벌은 천년을 이어온 선인들의 고귀한 장인 정신과 공예의 혼을 계승하고, 이를 창의적인 감각으로 발전시켜 동시대에 현대적 가치를 발현하며 미래 세대에게는 아름다운 유산으로 전하고자 한다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1599437311098.jpg,충청북도 청주시,문화제조창 본관 3층 (청주시한국공예관 갤러리 6) 및 온라인,무료,무료,2022. 9. 21. ~ 25.,2022-09-21,2022-09-25
391,제22회 영광불갑산상사화축제,"매년 9월 상사화 개화시기에 맞춰, 국내 최대 상사화 군락지를 이루는 영광군 불갑사 관광지에서 개최되는 축제이다. 상사화는 잎과 꽃이 만날 수 없어 그리움, 애틋함, 참사랑을 상징한다. 제22회 영광불갑산상사화축제는 ‘상사화 붉은 물결 청춘의 사랑을 꽃피우다’를 주제로 9월 16일부터 25일까지 개최된다. 온 산을 붉게 수놓는 상사화와 함께 꽃길 걷기, 꽃 맵시 선발대회 등의 대표 프로그램과 다양한 공연, 체험, 전시행사가 펼쳐진다. 올해는 대학가요제 등 청춘들이 참여할 수 있는 프로그램 도입과 미디어 파사드, 상사화 별빛 야행 등 야간 프로그램 강화로 더욱 다채롭게 관광객을 맞이할 계획이다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663294924750.jpg,전라남도 영광군,영광군 불갑사관광지 일원,무료,무료,2022. 9. 16. ~ 25. / 09:00~22:00,2022-09-16,2022-09-25
392,2022 전주세계소리축제,"전주세계소리축제는 판소리와 전통음악, 월드 뮤직을 중심으로 다양한 장르의 음악을 아우르는 공연예술축제로 해마다 가을에 열린다. 2022년은 스물 첫해로 새로운 음악적 실험을 통한 더욱 깊어진 공연들을 만날 수 있겠다.",https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1663294807721.jpg,전라북도 전주시,한국소리문화의전당,유/무료 (공연마다 상이함),무료,2022. 9. 16. ~ 25. / 09:00~21:00 (일자별 공연 상이함),2022-09-16,2022-09-25
